period,handle,is_team,prize_money,total_reports,high_all,high_solo,med_all,med_solo,gas_all
LAST 60 DAYS,xiaoming90,False,18760.33,9,5,1,3,0,0
LAST 60 DAYS,Jeiwan,False,17504.62,11,4,1,5,0,0
LAST 60 DAYS,bin2chen,False,12847.99,15,7,0,7,1,0
LAST 60 DAYS,unforgiven,False,10392.07,17,5,0,9,0,1
LAST 60 DAYS,hihen,False,8809.39,15,5,0,9,1,0
LAST 60 DAYS,csanuragjain,False,8225.62,8,0,0,6,2,0
LAST 60 DAYS,0x52,False,7998.48,12,3,0,7,0,0
LAST 60 DAYS,HE1M,False,7127.64,7,3,0,3,1,0
LAST 60 DAYS,hansfriese,False,6758.49,17,3,0,12,1,0
LAST 60 DAYS,rvierdiiev,False,6578.7,20,8,0,8,0,0
LAST 60 DAYS,ladboy233,False,5239.15,15,4,0,8,0,0
LAST 60 DAYS,HollaDieWaldfee,False,4752.64,12,3,0,7,0,0
LAST 60 DAYS,__141345__,False,4611.77,6,2,0,3,0,1
LAST 60 DAYS,0xSmartContract,False,4471.22,11,2,0,0,0,3
LAST 60 DAYS,ktg,False,4203.7,1,0,0,1,0,0
LAST 60 DAYS,Bobface,False,4158.72,3,1,0,1,1,0
LAST 60 DAYS,RaymondFam,False,4120.57,12,0,0,2,0,5
LAST 60 DAYS,ronnyx2017,False,4057.68,2,2,0,0,0,0
LAST 60 DAYS,aphak5010,False,3897.84,7,0,0,3,1,2
LAST 60 DAYS,0xdeadbeef0x,False,3785.67,3,0,0,3,1,0
LAST 60 DAYS,Ruhum,False,3453.37,7,4,0,3,0,0
LAST 60 DAYS,pauliax,False,3356.54,4,3,0,1,0,0
LAST 60 DAYS,cccz,False,3274.43,14,3,0,9,0,0
LAST 60 DAYS,stealthyz,False,2898.15,2,0,0,2,1,0
LAST 60 DAYS,0xalpharush,False,2846.97,1,0,0,1,1,0
LAST 60 DAYS,zaskoh,False,2464.21,6,1,0,3,0,1
LAST 60 DAYS,gzeon,False,2457.53,10,1,0,4,0,2
LAST 60 DAYS,AkshaySrivastav,False,2345.75,8,1,0,5,0,2
LAST 60 DAYS,sorrynotsorry,False,2198.75,2,1,0,1,1,0
LAST 60 DAYS,adriro,False,2109.76,12,2,0,5,0,3
LAST 60 DAYS,joestakey,False,2000.49,8,1,0,3,0,0
LAST 60 DAYS,Tricko,False,1984.45,4,2,0,0,0,2
LAST 60 DAYS,rotcivegaf,False,1980.74,4,1,0,0,0,1
LAST 60 DAYS,imare,False,1805.74,8,2,0,5,0,0
LAST 60 DAYS,Koolex,False,1774.59,4,2,0,2,0,0
LAST 60 DAYS,R2,False,1704.35,4,1,0,2,0,0
LAST 60 DAYS,Chom,False,1499.83,4,1,0,3,0,0
LAST 60 DAYS,KingNFT,False,1482.8,6,2,0,4,0,0
LAST 60 DAYS,deliriusz,False,1428.24,5,1,0,2,0,0
LAST 60 DAYS,Rolezn,False,1316.14,7,0,0,0,0,4
LAST 60 DAYS,enckrish,False,1309.61,1,0,0,1,0,0
LAST 60 DAYS,chaduke,False,1241.73,9,2,0,2,0,3
LAST 60 DAYS,Trust,False,1239.22,4,1,0,3,0,0
LAST 60 DAYS,kyteg,False,1238.16,1,0,0,1,0,0
LAST 60 DAYS,Josiah,False,1105.02,3,0,0,1,0,0
LAST 60 DAYS,brgltd,False,1085.88,2,0,0,0,0,0
LAST 60 DAYS,c3phas,False,1034.13,3,0,0,0,0,3
LAST 60 DAYS,cryptonue,False,946.38,7,1,0,2,0,2
LAST 60 DAYS,IllIllI,False,866.64,2,0,0,0,0,1
LAST 60 DAYS,8olidity,False,789.49,7,3,0,4,0,0
LAST 60 DAYS,0xfuje,False,763.19,2,0,0,0,0,0
LAST 60 DAYS,yixxas,False,662.09,7,1,0,3,0,0
LAST 60 DAYS,codeislight,False,658.15,2,0,0,0,0,1
LAST 60 DAYS,0xA5DF,False,656.69,5,1,0,3,0,0
LAST 60 DAYS,slvDev,False,640.51,4,1,0,1,0,1
LAST 60 DAYS,UUdarTeam,True,583.62,3,0,0,1,0,1
LAST 60 DAYS,0xTraub,False,583.62,3,0,0,1,0,1
LAST 60 DAYS,ak1,False,573.99,2,0,0,1,0,0
LAST 60 DAYS,eierina,False,554.95,2,0,0,1,0,0
LAST 60 DAYS,trustindistrust,False,524.62,2,0,0,1,0,0
LAST 60 DAYS,ReyAdmirado,False,511.53,4,0,0,0,0,4
LAST 60 DAYS,Aymen0909,False,492.0,5,1,0,0,0,2
LAST 60 DAYS,helios,False,480.31,1,0,0,0,0,0
LAST 60 DAYS,obront,False,477.56,8,1,0,5,0,0
LAST 60 DAYS,fs0c,False,468.66,5,2,0,3,0,0
LAST 60 DAYS,pfapostol,False,423.75,1,0,0,0,0,1
LAST 60 DAYS,0xNazgul,False,401.93,4,0,0,1,0,0
LAST 60 DAYS,Franfran,False,388.09,3,1,0,1,0,0
LAST 60 DAYS,Breeje,False,353.85,1,0,0,0,0,0
LAST 60 DAYS,neko_nyaa,False,338.92,1,0,0,0,0,1
LAST 60 DAYS,SmartSek,True,292.63,3,0,0,1,0,0
LAST 60 DAYS,pavankv,False,285.67,3,0,0,1,0,2
LAST 60 DAYS,aviggiano,False,261.0,3,2,0,1,0,0
LAST 60 DAYS,idkwhatimdoing,False,249.09,2,0,0,1,0,0
LAST 60 DAYS,nicobevi,False,242.67,2,0,0,0,0,2
LAST 60 DAYS,Parth,False,241.69,5,2,0,2,0,0
LAST 60 DAYS,minhquanym,False,239.83,4,2,0,2,0,0
LAST 60 DAYS,0Kage,False,238.9,2,1,0,0,0,0
LAST 60 DAYS,datapunk,False,224.74,3,0,0,1,0,1
LAST 60 DAYS,0xbepresent,False,222.7,5,1,0,3,0,0
LAST 60 DAYS,Englave,False,222.67,6,0,0,3,0,2
LAST 60 DAYS,haku,False,220.97,1,0,0,1,0,0
LAST 60 DAYS,pashov,False,219.73,6,2,0,4,0,0
LAST 60 DAYS,ayeslick,False,210.78,1,1,0,0,0,0
LAST 60 DAYS,mert_eren,False,210.78,1,1,0,0,0,0
LAST 60 DAYS,oyc_109,False,209.65,6,0,0,0,0,2
LAST 60 DAYS,Beepidibop,False,207.65,1,0,0,0,0,1
LAST 60 DAYS,PaludoX0,False,206.17,2,1,0,0,0,1
LAST 60 DAYS,carrotsmuggler,False,197.41,7,2,0,3,0,0
LAST 60 DAYS,Bnke0x0,False,191.94,7,0,0,2,0,1
LAST 60 DAYS,koxuan,False,191.84,2,2,0,0,0,0
LAST 60 DAYS,Lambda,False,188.23,3,1,0,1,0,0
LAST 60 DAYS,evan,False,183.63,4,2,0,2,0,0
LAST 60 DAYS,immeas,False,180.09,5,2,0,2,0,0
LAST 60 DAYS,wait,False,175.45,5,1,0,2,0,0
LAST 60 DAYS,FForkEth,True,171.27,1,0,0,1,0,0
LAST 60 DAYS,Diana,False,171.7,4,0,0,0,0,2
LAST 60 DAYS,rbserver,False,169.02,4,1,0,2,0,0
LAST 60 DAYS,keccak123,False,168.96,4,0,0,1,0,1
LAST 60 DAYS,Deivitto,False,166.72,4,0,0,0,0,2
LAST 60 DAYS,Ch_301,False,160.95,3,1,0,2,0,0
LAST 60 DAYS,sakshamguruji,False,159.32,4,0,0,0,0,2
LAST 60 DAYS,tnevler,False,154.82,4,0,0,2,0,1
LAST 60 DAYS,martin,False,152.73,5,0,0,1,0,2
LAST 60 DAYS,gz627,False,152.38,6,1,0,1,0,1
LAST 60 DAYS,0xRobocop,False,146.8,5,1,0,3,0,0
LAST 60 DAYS,danyams,False,144.46,5,1,0,2,0,0
LAST 60 DAYS,Awesome,False,136.85,5,0,0,1,0,2
LAST 60 DAYS,CRYP70,False,132.36,2,0,0,2,0,0
LAST 60 DAYS,cryptoDave,False,131.6,1,0,0,1,0,0
LAST 60 DAYS,0xhacksmithh,False,126.9,5,0,0,1,0,2
LAST 60 DAYS,shark,False,125.76,4,0,0,1,0,0
LAST 60 DAYS,0xAgro,False,125.15,3,0,0,0,0,0
LAST 60 DAYS,0x4non,False,119.6,3,0,0,0,0,2
LAST 60 DAYS,JohnSmith,False,118.46,3,1,0,0,0,1
LAST 60 DAYS,seyni,False,115.45,4,1,0,2,0,0
LAST 60 DAYS,0xDecorativePineapple,False,108.08,3,2,0,1,0,0
LAST 60 DAYS,Madalad,False,108.44,4,1,0,2,0,1
LAST 60 DAYS,ajtra,False,106.44,4,0,0,1,0,2
LAST 60 DAYS,Dinesh11G,False,106.34,3,0,0,1,0,2
LAST 60 DAYS,saneryee,False,105.64,3,0,0,0,0,3
LAST 60 DAYS,lukris02,False,103.35,4,1,0,2,0,0
LAST 60 DAYS,Mukund,False,94.11,3,0,0,0,0,2
LAST 60 DAYS,ahmedov,False,93.26,3,0,0,2,0,1
LAST 60 DAYS,B2,False,93.14,2,0,0,0,0,1
LAST 60 DAYS,0xPanda,False,93.14,2,0,0,0,0,1
LAST 60 DAYS,Sathish9098,False,92.23,3,0,0,0,0,2
LAST 60 DAYS,0x1f8b,False,88.79,2,0,0,1,0,0
LAST 60 DAYS,cryptostellar5,False,88.51,2,0,0,0,0,1
LAST 60 DAYS,nameruse,False,86.83,4,1,0,1,0,0
LAST 60 DAYS,Secureverse,True,83.19,2,0,0,0,0,1
LAST 60 DAYS,saian,False,80.77,2,1,0,0,0,0
LAST 60 DAYS,ppoirots,True,75.87,3,2,0,1,0,0
LAST 60 DAYS,peritoflores,False,73.58,2,0,0,0,0,1
LAST 60 DAYS,TomJ,False,72.1,2,0,0,0,0,1
LAST 60 DAYS,simon135,False,70.03,3,0,0,2,0,0
LAST 60 DAYS,perseverancesuccess,False,69.42,2,0,0,1,0,0
LAST 60 DAYS,karanctf,False,69.07,3,0,0,2,0,1
LAST 60 DAYS,rjs,False,65.99,2,0,0,0,0,2
LAST 60 DAYS,Tomio,False,64.7,2,0,0,0,0,2
LAST 60 DAYS,dharma09,False,64.7,2,0,0,0,0,2
LAST 60 DAYS,gasperpre,False,60.86,3,0,0,2,0,0
LAST 60 DAYS,nalus,False,58.97,2,0,0,2,0,0
LAST 60 DAYS,noot,False,57.64,2,0,0,1,0,1
LAST 60 DAYS,Matin,False,57.63,1,0,0,1,0,0
LAST 60 DAYS,MHKK33,False,57.63,1,0,0,1,0,0
LAST 60 DAYS,UUniversalCrypto,True,57.63,1,0,0,1,0,0
LAST 60 DAYS,neumo,False,57.32,3,1,0,1,0,0
LAST 60 DAYS,chrisdior4,False,57.23,2,0,0,0,0,1
LAST 60 DAYS,jadezti,False,55.67,3,1,0,1,0,0
LAST 60 DAYS,btk,False,54.1,2,0,0,1,0,0
LAST 60 DAYS,fatherOfBlocks,False,54.1,2,0,0,1,0,0
LAST 60 DAYS,Rahoz,False,53.95,3,0,0,1,0,2
LAST 60 DAYS,delfin454000,False,53.49,1,0,0,0,0,0
LAST 60 DAYS,Waze,False,53.49,1,0,0,0,0,0
LAST 60 DAYS,ch0bu,False,53.49,1,0,0,0,0,0
LAST 60 DAYS,Funen,False,53.49,1,0,0,0,0,0
LAST 60 DAYS,pedr02b2,False,53.49,1,0,0,0,0,0
LAST 60 DAYS,erictee,False,53.49,1,0,0,0,0,0
LAST 60 DAYS,subtle77,False,53.49,1,0,0,0,0,0
LAST 60 DAYS,codexploder,False,53.49,1,0,0,0,0,0
LAST 60 DAYS,yongskiws,False,53.44,2,1,0,0,0,0
LAST 60 DAYS,reassor,False,51.79,3,2,0,1,0,0
LAST 60 DAYS,jayphbee,False,50.45,2,2,0,0,0,0
LAST 60 DAYS,ey88,False,49.61,1,1,0,0,0,0
LAST 60 DAYS,SaharDevep,False,43.54,1,0,0,0,0,0
LAST 60 DAYS,eyexploit,False,42.28,2,0,0,1,0,1
LAST 60 DAYS,0xLad,False,41.25,2,1,0,1,0,0
LAST 60 DAYS,rbitbytes,False,40.94,1,0,0,0,0,1
LAST 60 DAYS,halden,False,39.65,1,0,0,0,0,1
LAST 60 DAYS,Schlagatron,False,39.65,1,0,0,0,0,1
LAST 60 DAYS,teawaterwire,False,33.4,1,0,0,1,0,0
LAST 60 DAYS,Saintcode_,False,33.4,1,0,0,1,0,0
LAST 60 DAYS,_Adam,False,32.5,2,0,0,1,0,0
LAST 60 DAYS,jonatascm,False,31.15,4,1,0,3,0,0
LAST 60 DAYS,lumoswiz,False,31.15,4,1,0,3,0,0
LAST 60 DAYS,Soosh,False,30.15,2,0,0,2,0,0
LAST 60 DAYS,yellowBirdy,False,29.42,2,0,0,2,0,0
LAST 60 DAYS,Zarf,False,28.12,1,0,0,0,0,0
LAST 60 DAYS,Udsen,False,28.12,1,0,0,0,0,0
LAST 60 DAYS,caventa,False,28.12,1,0,0,0,0,0
LAST 60 DAYS,izhelyazkov,False,28.12,1,0,0,0,0,0
LAST 60 DAYS,Janio,False,28.12,1,0,0,0,0,0
LAST 60 DAYS,Tointer,False,28.12,1,0,0,0,0,0
LAST 60 DAYS,gogo,False,25.32,1,1,0,0,0,0
LAST 60 DAYS,hl_,False,25.32,1,1,0,0,0,0
LAST 60 DAYS,peanuts,False,25.32,1,1,0,0,0,0
LAST 60 DAYS,RHaO-sec,False,25.05,1,0,0,0,0,1
LAST 60 DAYS,nadin,False,25.05,1,0,0,0,0,1
LAST 60 DAYS,wagmi,False,15.93,1,0,0,1,0,0
LAST 60 DAYS,pedroais,False,15.93,1,0,0,1,0,0
LAST 60 DAYS,JC,False,14.3,2,0,0,1,0,1
LAST 60 DAYS,abiih,False,13.69,1,0,0,0,0,1
LAST 60 DAYS,DijkstraDev,False,13.69,1,0,0,0,0,1
LAST 60 DAYS,SaeedAlipoor01988,False,13.69,1,0,0,0,0,1
LAST 60 DAYS,exolorkistis,False,13.69,1,0,0,0,0,1
LAST 60 DAYS,kiki_dev,False,2.18,2,1,0,1,0,0
LAST 60 DAYS,minhtrng,False,2.18,2,1,0,1,0,0
LAST 60 DAYS,kree-dotcom,False,2.18,2,1,0,1,0,0
LAST 60 DAYS,mahdikarimi,False,1.76,2,1,0,1,0,0
LAST 60 DAYS,zapaz,False,1.45,2,1,0,1,0,0
LAST 60 DAYS,kaliberpoziomka8552,False,0.84,1,1,0,0,0,0
LAST 60 DAYS,0xDave,False,0.84,1,1,0,0,0,0
LAST 60 DAYS,0x446576,False,0.84,1,1,0,0,0,0
LAST 60 DAYS,asgeir,False,0.61,1,0,0,1,0,0
LAST 60 DAYS,Tutturu,False,0.61,1,0,0,1,0,0
LAST 60 DAYS,supernova,False,0.61,1,0,0,1,0,0
LAST 60 DAYS,dic0de,False,0.61,1,0,0,1,0,0
LAST 60 DAYS,tourist,False,0.61,1,0,0,1,0,0
LAST 90 DAYS,Soosh,False,71015.16,3,0,0,3,1,0
LAST 90 DAYS,Trust,False,54895.38,52,14,2,33,6,0
LAST 90 DAYS,HE1M,False,47748.49,27,9,0,14,2,0
LAST 90 DAYS,Jeiwan,False,32905.1,40,10,1,25,1,0
LAST 90 DAYS,cccz,False,29863.47,40,8,1,26,3,0
LAST 90 DAYS,Lambda,False,28612.39,37,9,0,24,5,0
LAST 90 DAYS,bin2chen,False,26975.09,29,12,0,15,2,0
LAST 90 DAYS,hansfriese,False,26365.97,34,7,0,23,3,0
LAST 90 DAYS,codehacker,False,24571.73,1,0,0,1,0,0
LAST 90 DAYS,ronnyx2017,False,24173.09,9,6,0,3,2,0
LAST 90 DAYS,0x52,False,22480.52,26,5,0,16,1,0
LAST 90 DAYS,rvierdiiev,False,22228.27,44,10,0,24,1,0
LAST 90 DAYS,unforgiven,False,21252.35,27,13,3,11,0,1
LAST 90 DAYS,zzykxx,False,19328.84,5,3,0,1,0,0
LAST 90 DAYS,0xA5DF,False,19058.34,14,7,0,5,1,0
LAST 90 DAYS,xiaoming90,False,18760.33,9,5,1,3,0,0
LAST 90 DAYS,0xSmartContract,False,17914.45,31,2,0,6,1,8
LAST 90 DAYS,berndartmueller,False,15484.92,8,4,0,4,1,0
LAST 90 DAYS,KingNFT,False,14990.7,17,4,0,9,1,1
LAST 90 DAYS,minhquanym,False,14414.31,14,4,0,8,0,0
LAST 90 DAYS,adriro,False,14119.52,37,9,0,15,0,6
LAST 90 DAYS,aphak5010,False,12225.48,30,4,0,15,3,5
LAST 90 DAYS,hihen,False,11198.93,23,8,0,14,1,0
LAST 90 DAYS,ladboy233,False,11174.89,36,6,0,23,1,0
LAST 90 DAYS,__141345__,False,11010.76,26,3,0,13,0,6
LAST 90 DAYS,rbserver,False,10516.58,29,2,0,18,4,1
LAST 90 DAYS,IllIllI,False,10503.7,14,0,0,1,0,7
LAST 90 DAYS,ktg,False,9832.7,6,1,0,3,0,0
LAST 90 DAYS,RaymondFam,False,9375.86,32,0,0,6,0,12
LAST 90 DAYS,csanuragjain,False,8964.89,14,0,0,9,2,0
LAST 90 DAYS,0xdeadbeef0x,False,8780.81,15,4,0,10,1,0
LAST 90 DAYS,Ruhum,False,7727.42,17,4,0,11,1,1
LAST 90 DAYS,clems4ever,False,7681.38,7,6,2,0,0,0
LAST 90 DAYS,0x1f8b,False,6671.72,20,0,0,5,0,8
LAST 90 DAYS,immeas,False,6377.02,18,4,0,9,1,0
LAST 90 DAYS,datapunk,False,6331.42,18,4,1,8,0,2
LAST 90 DAYS,Rolezn,False,5744.21,25,0,0,2,0,12
LAST 90 DAYS,joestakey,False,5542.73,28,3,0,18,0,0
LAST 90 DAYS,Ch_301,False,5288.61,10,2,0,8,1,0
LAST 90 DAYS,HollaDieWaldfee,False,4752.64,12,3,0,7,0,0
LAST 90 DAYS,brgltd,False,4715.93,18,0,0,4,0,3
LAST 90 DAYS,pashov,False,4584.57,25,2,0,15,0,1
LAST 90 DAYS,c3phas,False,4383.26,14,0,0,0,0,9
LAST 90 DAYS,rotcivegaf,False,4201.63,18,5,0,1,0,4
LAST 90 DAYS,Bobface,False,4158.72,3,1,0,1,1,0
LAST 90 DAYS,Chom,False,4117.32,14,3,0,8,0,0
LAST 90 DAYS,carrotsmuggler,False,4061.57,10,2,0,5,0,0
LAST 90 DAYS,chaduke,False,3992.0,25,2,0,9,0,6
LAST 90 DAYS,Holmgren,False,3596.28,2,0,0,2,1,0
LAST 90 DAYS,zaskoh,False,3437.63,15,1,0,6,0,4
LAST 90 DAYS,2997ms,False,3397.87,3,0,0,2,1,1
LAST 90 DAYS,pauliax,False,3356.54,4,3,0,1,0,0
LAST 90 DAYS,Josiah,False,3289.11,15,0,0,4,0,0
LAST 90 DAYS,stealthyz,False,2898.15,2,0,0,2,1,0
LAST 90 DAYS,0xalpharush,False,2846.97,1,0,0,1,1,0
LAST 90 DAYS,imare,False,2805.93,17,3,0,9,0,2
LAST 90 DAYS,9svR6w,False,2665.2,9,6,0,2,0,0
LAST 90 DAYS,securerodd,False,2594.44,2,0,0,1,1,0
LAST 90 DAYS,koxuan,False,2592.55,7,4,0,3,1,0
LAST 90 DAYS,Koolex,False,2472.32,7,3,0,4,0,0
LAST 90 DAYS,gzeon,False,2457.53,10,1,0,4,0,2
LAST 90 DAYS,zzzitron,False,2440.19,1,0,0,0,0,0
LAST 90 DAYS,AkshaySrivastav,False,2345.75,8,1,0,5,0,2
LAST 90 DAYS,cryptphi,False,2323.69,5,3,0,1,0,0
LAST 90 DAYS,ReyAdmirado,False,2290.5,20,0,0,1,0,12
LAST 90 DAYS,Deivitto,False,2279.11,19,0,0,2,0,9
LAST 90 DAYS,sorrynotsorry,False,2223.35,4,1,0,3,1,0
LAST 90 DAYS,VV_B,True,2190.98,12,3,0,8,0,0
LAST 90 DAYS,Tomo,False,2186.71,4,0,0,3,0,0
LAST 90 DAYS,perseverancesuccess,False,2166.28,7,2,0,3,0,0
LAST 90 DAYS,ayeslick,False,2148.89,5,2,0,3,0,0
LAST 90 DAYS,R2,False,2085.08,9,2,0,5,0,0
LAST 90 DAYS,Tricko,False,2046.64,6,2,0,0,0,2
LAST 90 DAYS,lukris02,False,2020.97,16,1,0,2,0,6
LAST 90 DAYS,deliriusz,False,1933.85,6,1,0,3,0,0
LAST 90 DAYS,djxploit,False,1900.3,11,0,0,3,0,4
LAST 90 DAYS,kaden,False,1880.14,5,0,0,2,0,2
LAST 90 DAYS,Aymen0909,False,1771.36,25,1,0,6,0,10
LAST 90 DAYS,PaludoX0,False,1675.15,5,2,0,0,0,2
LAST 90 DAYS,RaoulSchaffranek,False,1606.52,5,0,0,3,0,0
LAST 90 DAYS,SmartSek,True,1600.9,9,0,0,6,0,0
LAST 90 DAYS,0xNazgul,False,1598.7,13,0,0,2,0,2
LAST 90 DAYS,delfin454000,False,1561.05,10,0,0,0,0,1
LAST 90 DAYS,trustindistrust,False,1538.82,11,0,0,4,0,1
LAST 90 DAYS,0x4non,False,1531.11,10,3,0,1,0,3
LAST 90 DAYS,Picodes,False,1488.44,10,2,0,4,0,2
LAST 90 DAYS,oyc_109,False,1457.85,17,0,0,0,0,8
LAST 90 DAYS,cryptonue,False,1446.98,17,2,0,6,0,3
LAST 90 DAYS,enckrish,False,1365.35,3,0,0,1,0,1
LAST 90 DAYS,Franfran,False,1348.59,10,1,0,5,1,1
LAST 90 DAYS,yixxas,False,1343.39,16,2,0,10,0,0
LAST 90 DAYS,CloudX,True,1330.34,5,0,0,1,0,3
LAST 90 DAYS,Bnke0x0,False,1306.88,24,0,0,7,0,7
LAST 90 DAYS,wait,False,1303.59,11,4,1,5,0,0
LAST 90 DAYS,carlitox477,False,1283.99,14,0,0,6,0,4
LAST 90 DAYS,d3e4,False,1280.02,11,1,0,7,0,1
LAST 90 DAYS,indijanc,False,1241.67,2,0,0,1,0,1
LAST 90 DAYS,kyteg,False,1238.16,1,0,0,1,0,0
LAST 90 DAYS,tnevler,False,1235.25,18,0,0,2,0,7
LAST 90 DAYS,gz627,False,1224.64,11,1,0,5,0,1
LAST 90 DAYS,hyh,False,1152.15,2,0,0,2,0,0
LAST 90 DAYS,fs0c,False,1139.95,12,4,0,6,0,0
LAST 90 DAYS,smiling_heretic,False,1133.21,1,1,0,0,0,0
LAST 90 DAYS,8olidity,False,1109.01,16,4,0,9,0,0
LAST 90 DAYS,eighty,False,1023.59,2,1,0,1,0,0
LAST 90 DAYS,philogy,False,1016.92,2,1,0,1,0,0
LAST 90 DAYS,neko_nyaa,False,1007.99,7,0,0,3,0,2
LAST 90 DAYS,ajtra,False,954.4,17,0,0,2,0,9
LAST 90 DAYS,0xbepresent,False,935.04,10,2,0,6,0,1
LAST 90 DAYS,jayphbee,False,887.3,7,2,0,3,0,0
LAST 90 DAYS,ctf_sec,False,874.15,8,0,0,4,0,0
LAST 90 DAYS,Diana,False,870.55,15,0,0,0,0,8
LAST 90 DAYS,pfapostol,False,803.85,2,0,0,0,0,2
LAST 90 DAYS,c7e7eff,False,802.35,9,2,0,5,0,0
LAST 90 DAYS,neumo,False,777.54,7,1,0,4,0,0
LAST 90 DAYS,0xfuje,False,763.19,2,0,0,0,0,0
LAST 90 DAYS,eierina,False,763.2,7,0,0,6,0,0
LAST 90 DAYS,BBClabs,True,758.72,4,0,0,2,0,0
LAST 90 DAYS,aviggiano,False,724.83,10,2,0,4,0,3
LAST 90 DAYS,0xhacksmithh,False,711.4,8,0,0,2,0,2
LAST 90 DAYS,codeislight,False,658.15,2,0,0,0,0,1
LAST 90 DAYS,horsefacts,False,642.44,9,0,0,4,0,2
LAST 90 DAYS,slvDev,False,640.51,4,1,0,1,0,1
LAST 90 DAYS,RedOneN,False,637.28,11,0,0,4,0,3
LAST 90 DAYS,corerouter,False,629.88,7,1,0,5,0,0
LAST 90 DAYS,JTJabba,False,621.61,6,3,0,2,0,0
LAST 90 DAYS,0xDecorativePineapple,False,589.29,6,2,0,4,0,0
LAST 90 DAYS,TomJ,False,587.68,10,0,0,3,0,5
LAST 90 DAYS,UUdarTeam,True,583.62,3,0,0,1,0,1
LAST 90 DAYS,0xTraub,False,583.62,3,0,0,1,0,1
LAST 90 DAYS,fatherOfBlocks,False,583.39,8,0,0,1,0,2
LAST 90 DAYS,ak1,False,573.99,2,0,0,1,0,0
LAST 90 DAYS,simon135,False,552.37,7,0,0,4,0,0
LAST 90 DAYS,gogo,False,532.43,11,1,0,0,0,6
LAST 90 DAYS,cryptostellar5,False,531.13,12,0,0,1,0,6
LAST 90 DAYS,0xDjango,False,494.96,2,0,0,1,0,0
LAST 90 DAYS,codexploder,False,493.89,10,0,0,9,0,0
LAST 90 DAYS,B2,False,490.09,13,0,0,0,0,6
LAST 90 DAYS,martin,False,486.88,16,0,0,4,0,6
LAST 90 DAYS,ElKu,False,485.39,3,0,0,1,0,1
LAST 90 DAYS,helios,False,480.31,1,0,0,0,0,0
LAST 90 DAYS,shark,False,479.63,14,0,0,2,0,4
LAST 90 DAYS,obront,False,477.56,8,1,0,5,0,0
LAST 90 DAYS,peanuts,False,464.33,11,1,0,4,0,2
LAST 90 DAYS,Awesome,False,463.57,14,0,0,2,0,6
LAST 90 DAYS,minhtrng,False,451.53,13,1,0,10,0,0
LAST 90 DAYS,idkwhatimdoing,False,447.9,4,0,0,3,0,0
LAST 90 DAYS,ch0bu,False,443.58,12,0,0,0,0,5
LAST 90 DAYS,catchup,False,432.65,5,0,0,3,0,1
LAST 90 DAYS,mcwildy,False,413.27,6,0,0,0,0,4
LAST 90 DAYS,karanctf,False,392.21,9,0,0,2,0,6
LAST 90 DAYS,chrisdior4,False,386.9,11,0,0,0,0,4
LAST 90 DAYS,M4TZ1P,True,366.88,3,1,0,2,0,0
LAST 90 DAYS,Breeje,False,353.85,1,0,0,0,0,0
LAST 90 DAYS,bearonbike,False,340.13,2,0,0,1,0,0
LAST 90 DAYS,pavankv,False,337.7,4,0,0,1,0,2
LAST 90 DAYS,erictee,False,316.17,8,0,0,0,0,4
LAST 90 DAYS,HardlyCodeMan,False,310.12,3,0,0,0,0,2
LAST 90 DAYS,0xRobocop,False,303.07,6,1,0,4,0,0
LAST 90 DAYS,nicobevi,False,298.34,4,0,0,0,0,3
LAST 90 DAYS,saneryee,False,298.62,8,0,0,1,0,5
LAST 90 DAYS,halden,False,294.55,4,0,0,0,0,4
LAST 90 DAYS,robee,False,290.57,3,0,0,0,0,1
LAST 90 DAYS,Rahoz,False,286.78,10,0,0,1,0,5
LAST 90 DAYS,m_Rassska,False,277.92,2,0,0,0,0,1
LAST 90 DAYS,Dinesh11G,False,270.93,9,0,0,2,0,5
LAST 90 DAYS,sakshamguruji,False,270.73,8,0,0,0,0,4
LAST 90 DAYS,Vadis,False,264.89,3,0,0,2,0,0
LAST 90 DAYS,pedr02b2,False,259.27,5,0,0,0,0,0
LAST 90 DAYS,gs8nrv,False,257.96,1,0,0,1,0,0
LAST 90 DAYS,jayjonah8,False,250.77,1,0,0,0,0,0
LAST 90 DAYS,btk,False,245.21,6,1,0,2,0,1
LAST 90 DAYS,Parth,False,241.69,5,2,0,2,0,0
LAST 90 DAYS,0xc0ffEE,False,240.88,5,0,0,3,0,0
LAST 90 DAYS,Waze,False,239.74,7,0,0,0,0,2
LAST 90 DAYS,Saintcode_,False,238.47,5,0,0,1,0,3
LAST 90 DAYS,0Kage,False,238.9,2,1,0,0,0,0
LAST 90 DAYS,m9800,False,234.35,1,0,0,1,0,0
LAST 90 DAYS,bitbopper,False,232.65,2,2,0,0,0,0
LAST 90 DAYS,cylzxje,False,228.89,5,0,0,0,0,2
LAST 90 DAYS,DDecurity,True,228.55,2,0,0,2,0,0
LAST 90 DAYS,seyni,False,226.03,7,1,0,2,0,1
LAST 90 DAYS,Sathish9098,False,223.95,7,0,0,0,0,4
LAST 90 DAYS,Englave,False,222.67,6,0,0,3,0,2
LAST 90 DAYS,haku,False,220.97,1,0,0,1,0,0
LAST 90 DAYS,zapaz,False,214.85,3,1,0,2,0,0
LAST 90 DAYS,mert_eren,False,210.78,1,1,0,0,0,0
LAST 90 DAYS,Beepidibop,False,207.65,1,0,0,0,0,1
